Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last,Column1
2836,Starling,Fischer's,Lamprotornis,fischeri,4.1461,429,9/26/22,1.5553,350,9/15/22,2836
2850,Tit,Mouse-coloured Penduline,Anthoscopus,musculus,0.5122,53,9/16/22,0.1022,23,9/16/22,2850
2860,Tit,White-bellied,Melaniparus,albiventris,13.6561,1413,9/25/22,2.2086,497,8/31/22,2860
2868,Tit,Red-throated,Melaniparus,fringillinus,2.0006,207,7/2/22,0.2222,50,9/17/22,2868
2870,Tit,Dusky,Melaniparus,funereus,0.4252,44,12/23/21,0.0578,13,11/30/21,2870
2876,Tit,Acacia,Melaniparus,thruppi,1.4594,151,7/31/22,0.1911,43,5/14/22,2876
2886,Swallow,Ethiopian,Hirundo,aethiopica,4.3008,445,8/12/22,0.7155,161,9/13/22,2886
2914,Saw-wing,Black (Northern Race),Psalidoprocne,pristoptera ,0.058,6,3/28/22,0.0044,1,10/13/20,2914
2942,Greenbul,Mountain ,Arizelocichla,nigriceps,1.1018,114,7/31/22,0.1955,44,7/16/22,2942
2944,Greenbul,Ansorge's,Eurillas,ansorgei,0.2996,31,1/25/22,0.0578,13,10/24/21,2944
2946,Greenbul,Plain,Eurillas,curvirostris,0.0387,4,1/26/22,0.0044,1,10/27/15,2946
2948,Greenbul,Slender-billed,Stelgidillas,gracilirostris,1.5947,165,6/9/22,0.2577,58,3/29/22,2948
2950,Greenbul,Little Grey,Eurillas,gracilis,0.3093,32,7/4/22,0.0222,5,5/8/21,2950
2952,Greenbul,Kakamega,Arizelocichla,kakamegae,0.2706,28,1/25/22,0.04,9,5/24/22,2952
2954,Greenbul,Olive-breasted ,Arizelocichla,kikuyuensis,0.4156,43,4/4/22,0.0889,20,7/16/22,2954
2958,Greenbul,Stripe-faced,Arizelocichla,striifacies,0.029,3,2/22/22,0.0356,8,5/14/22,2958
2972,Greenbul,Joyful,Chlorocichla,laetissima,0.8891,92,9/11/22,0.1155,26,11/30/21,2972
2998,Greenbul,Fischer's,Phyllastrephus,fischeri,1.2177,126,8/19/22,0.2711,61,5/14/22,2998
3012,Greenbul,Toro Olive,Phyllastrephus,hypochloris,0.1643,17,12/23/21,0.0044,1,8/11/21,3012
3024,Brownbul,Northern,Phyllastrephus,strepitans,13.6948,1417,9/26/22,2.0486,461,9/3/22,3024
3032,Bulbul,Dodson's,Pycnonotus,dodsoni,7.8767,815,9/26/22,2.293,516,9/26/22,3032
3036,Bulbul,Dark-capped,Pycnonotus,tricolor,24.6931,2555,5/15/21,5.4126,1218,5/8/21,3036
3056,Apalis,Taita,Apalis,fuscigularis,0.0773,8,7/2/22,0.0667,15,3/30/22,3056
3070,Apalis,Grey,Apalis,cinerea,3.2377,335,9/14/22,0.5288,119,9/20/22,3070
3074,Apalis,Black-throated,Apalis,jacksoni,0.8795,91,6/9/22,0.1511,34,6/27/22,3074
3076,Apalis,Karamoja,Apalis,karamojae,0.029,3,5/9/21,0.0222,5,2/11/22,3076
3082,Apalis,Chestnut-throated,Apalis,porphyrolaema,2.5031,259,9/4/22,0.6621,149,9/20/22,3082
3084,Apalis,Black-collared,Oreolais,pulcher,3.0154,312,9/4/22,0.4488,101,9/20/22,3084
3090,Wren-Warbler,Grey ,Calamonastes,simplex,6.5816,681,9/16/22,1.5953,359,9/16/22,3090
3092,Wren-Warbler,Miombo ,Calamonastes,undosus,0.145,15,5/9/21,0.0178,4,2/13/22,3092
3098,Cisticola,Rock-loving,Cisticola,emini,0.0773,8,10/17/20,0.0089,2,5/8/21,3098
3102,Cisticola,Long-tailed,Cisticola,angusticauda,0.0677,7,2/11/22,0.0356,8,7/10/22,3102
3104,Cisticola,Lynes's,Cisticola,distinctus,0.1546,16,1/12/22,0.0844,19,3/27/22,3104
3108,Cisticola,Aberdare,Cisticola,aberdare,0.1546,16,7/30/22,0.2266,51,6/18/22,3108
3112,Cisticola,Boran,Cisticola,bodessa,0.1063,11,10/10/20,0.0489,11,9/2/22,3112
3114,Cisticola,Pectoral-patch,Cisticola,brunnescens,3.7692,390,9/26/22,0.8577,193,7/31/22,3114
3118,Cisticola,Carruthers's,Cisticola,carruthersi,0.3093,32,1/9/22,0.0489,11,11/7/21,3118
3122,Cisticola,Chubb's,Cisticola,chubbi,1.2661,131,9/11/22,0.28,63,11/21/21,3122
3124,Cisticola,Ashy,Cisticola,cinereolus,0.5219,54,3/31/22,0.2089,47,6/27/22,3124
3130,Cisticola,Black-backed,Cisticola,eximius,0.058,6,4/14/21,0.0356,8,8/5/22,3130
3132,Cisticola,Coastal,Cisticola,haematocephalus,3.3923,351,8/30/22,0.6355,143,9/13/22,3132
3136,Cisticola,Whistling,Cisticola,lateralis,0.029,3,12/22/20,0.0178,4,1/20/18,3136
3138,Cisticola,Luapula,Cisticola,luapula,0.5702,59,7/17/20,0.0844,19,5/24/20,3138
3142,Cisticola,Winding,Cisticola,marginatus,7.6544,792,9/26/22,1.3732,309,9/28/22,3142
3146,Cisticola,Tiny,Cisticola,nana,1.0148,105,9/23/22,0.2089,47,5/2/22,3146
3152,Cisticola,Stout,Cisticola,robustus,3.7595,389,9/18/22,0.5777,130,9/28/22,3152
3166,Cisticola,Trilling,Cisticola,woosnami,0.1063,11,12/12/21,0.0489,11,5/8/21,3166
3170,Warbler,Grey-capped,Eminia,lepida,15.4151,1595,9/26/22,2.6885,605,9/28/22,3170
3176,Warbler,Buff-bellied,Phyllolais,pulchella,5.8664,607,9/25/22,0.751,169,9/2/22,3176
3180,Prinia,White-chinned,Schistolais,leucopogon,0.6282,65,9/11/22,0.0667,15,9/11/21,3180
3188,Prinia,Pale,Prinia,somalica,0.5799,60,5/6/22,0.1955,44,5/16/22,3188
3192,Prinia,Red-fronted,Prinia,rufifrons,1.7106,177,7/22/22,0.3466,78,7/6/22,3192
3198,White-eye,Abyssinian,Zosterops,abyssinicus,0.0193,2,2/5/22,0.0044,1,1/29/19,3198
3204,White-eye,Kulal,Zosterops,kulalensis,0.0193,2,6/6/16,0,0,-,3204
3214,White-eye,Heuglin's,Zosterops,poliogastrus,6.8522,709,7/2/22,0.9377,211,9/5/22,3214
3216,White-eye,Taita,Zosterops,silvanus,0.2223,23,7/2/22,0.1555,35,7/10/22,3216
3228,Warbler,Moustached,Acrocephalus,melanopogon,0.058,6,11/25/21,0.0044,1,10/27/21,3228
3262,Eremomela,Green-backed,Eremomela,canescens,0.029,3,9/2/22,0.0178,4,4/12/22,3262
3268,Eremomela,Yellow-vented,Eremomela,flavicrissalis,0.1546,16,5/2/22,0.08,18,5/16/22,3268
3272,Eremomela,Turner's,Eremomela,turneri,0.5122,53,1/26/22,0.1067,24,8/13/21,3272
3276,Warbler,Upcher's,Hippolais,languida,0.4156,43,2/22/22,0.0667,15,12/3/21,3276
3278,Warbler,Eastern Olivaceous,Iduna,pallida,1.8073,187,4/19/22,0.1511,34,4/11/22,3278
3282,Hylia,Green,Hylia,prasina,0.203,21,1/26/22,0.0356,8,10/17/20,3282
3292,Illadopsis,Mountain,Illadopsis,pyrrhoptera,0.1546,16,5/8/21,0.0356,8,11/21/21,3292
3356,Parisoma,Banded,Curruca,boehmi,3.6049,373,9/16/22,0.5155,116,9/16/22,3356
3358,Parisoma,Brown,Curruca,lugens,2.9767,308,9/18/22,0.4577,103,9/8/22,3358
3370,Warbler,Uganda Woodland,Phylloscopus,budongoensis,0.6669,69,1/27/22,0.1422,32,5/24/22,3370
3382,Warbler,Brown Woodland,Phylloscopus,umbrovirens,2.0102,208,9/20/22,0.2844,64,9/5/22,3382
3384,Babbler,Rwenzori Hill,Sylvia,atriceps,0.116,12,2/24/15,0,0,-,3384
3426,Crombec,Northern,Sylvietta,brachyura,3.344,346,9/3/22,0.5777,130,9/17/22,3426
3430,Crombec,Somali ,Sylvietta,isabellina,0.1063,11,7/2/22,0.0044,1,11/7/19,3430
3432,Crombec,White-browed,Sylvietta,leucophrys,0.5412,56,3/5/22,0.0889,20,9/20/22,3432
3440,Chatterer,Scaly,Argya,aylmeri,0.5219,54,7/25/22,0.0755,17,4/21/22,3440
3444,Babbler,Hinde's,Turdoides,hindei,1.788,185,9/4/22,0.3288,74,8/20/22,3444
3446,Babbler,Northern Pied,Turdoides,hypoleuca,5.3929,558,9/26/22,0.9465,213,9/5/22,3446
3452,Babbler,Brown,Turdoides,plebejus,1.2951,134,9/2/22,0.1733,39,9/26/22,3452
3456,Chatterer,Rufous,Argya,rubiginosa,7.0745,732,9/16/22,1.1776,265,9/16/22,3456
3458,Babbler,Black-lored,Turdoides,sharpei,4.726,489,9/13/22,0.9688,218,9/26/22,3458
3462,Babbler,Scaly,Turdoides,squamulata,5.3349,552,9/12/22,0.8532,192,9/25/22,3462
3482,Lark,Athi Short-toed,Alaudala,athensis,0.0966,10,4/4/20,0,0,-,3482
3484,Lark,Somali Short-toed,Alaudala,somalica,0.1836,19,2/15/21,0.0044,1,7/17/16,3484
3500,Sparrow-Lark,Fischer's ,Eremopterix,leucopareia,5.8181,602,8/28/22,1.662,374,9/17/22,3500
3504,Sparrow-Lark,Chestnut-headed,Eremopterix,signatus,0.6089,63,6/18/22,0.6799,153,8/1/22,3504
3506,Lark,Crested,Galerida,cristata,0.2609,27,5/6/22,0.2133,48,5/8/22,3506
3510,Lark,Thekla's,Galerida,theklae,0.058,6,2/5/22,0.0533,12,11/29/20,3510
3520,Lark,Pink-breasted,Calendulauda,poecilosterna,2.996,310,9/9/22,1.4131,318,9/6/22,3520
3522,Lark,Foxy,Calendulauda,alopex,0.3769,39,7/31/22,0.16,36,9/17/22,3522
3528,Lark,White-tailed,Mirafra,albicauda,0.1933,20,2/14/22,0.0533,12,7/22/21,3528
3534,Lark,Singing Bush,Mirafra,cantillans,0.5026,52,7/28/22,0.1067,24,8/27/22,3534
3536,Lark,Collared,Mirafra,collaris,0.0097,1,12/27/19,0,0,-,3536
3546,Lark,Red-winged,Mirafra,hypermetra,1.1791,122,7/27/22,0.8266,186,8/1/22,3546
3552,Lark,Friedmann's,Mirafra,pulpa,0.0193,2,7/29/16,0,0,-,3552
3558,Lark,Williams's,Mirafra,williamsi,0.029,3,5/18/22,0.04,9,4/8/22,3558
3562,Lark,Short-tailed,Spizocorys,fremantlii,0.7732,80,1/23/22,0.16,36,9/5/22,3562
3574,Sunbird,Amani,Hedydipna,pallidigaster,0.7538,78,5/14/22,0.16,36,3/24/22,3574
3576,Sunbird,Pygmy,Hedydipna,platura,0.0193,2,5/4/22,0.0044,1,5/2/22,3576
3588,Sunbird,Eastern Violet-backed,Anthreptes,orientalis,0.1836,19,12/28/14,0.0222,5,8/16/14,3588
3590,Sunbird,Eastern Violet-backed,Anthreptes,orientalis,5.3349,552,9/3/22,1.0132,228,9/17/22,3590
3592,Sunbird,Grey-chinned,Anthreptes,rectirostris,0.1353,14,11/11/21,0.0178,4,11/28/21,3592
3610,Sunbird,Hunter's,Chalcomitra,hunteri,2.996,310,7/25/22,0.6088,137,7/30/22,3610
3626,Sunbird,Orange-tufted,Cinnyris,bouvieri,0.0483,5,3/1/21,0,0,-,3626
3628,Sunbird,Violet-breasted,Cinnyris,chalcomelas,0.4736,49,6/17/22,0.0444,10,2/1/22,3628
3638,Sunbird,Red-chested,Cinnyris,erythrocercus,1.411,146,8/27/22,0.2222,50,4/24/22,3638
3640,Sunbird,Shining,Cinnyris,habessinicus,0.5895,61,7/24/22,0.0356,8,5/14/22,3640
3646,Sunbird,Scarlet-tufted ,Nectarinia,johnstoni,0.0773,8,8/24/22,0.0755,17,6/18/22,3646
3660,Sunbird,Northern Double-collared,Cinnyris,reichenowi,7.8477,812,9/19/22,1.4354,323,9/20/22,3660
3672,Sunbird,Superb,Cinnyris,superbus,0.0677,7,3/25/18,0.0089,2,8/8/18,3672
3674,Sunbird,Tacazze,Nectarinia,tacazze,2.2712,235,9/20/22,0.4888,110,8/3/22,3674
3676,Sunbird,Tsavo,Cinnyris,tsavoensis,0.8602,89,8/28/22,0.2089,47,7/30/22,3676
3684,Sunbird,Black-bellied,Cinnyris,nectarinioides,1.9039,197,9/11/22,0.2,45,7/29/22,3684
3686,Sunbird,Beautiful,Cinnyris,pulchellus,4.6584,482,9/4/22,0.9288,209,9/18/22,3686
3688,Longclaw,Sharpe's,Macronyx,sharpei,0.5799,60,7/30/22,0.3511,79,7/16/22,3688
3698,Pipit,Malindi,Anthus,melindae,1.1598,120,5/29/22,0.1466,33,5/14/22,3698
3712,Pipit,Sokoke,Anthus,sokokensis,1.1501,119,7/2/22,0.24,54,7/7/22,3712
3718,Weaver,White-billed Buffalo,Bubalornis,albirostris,0.3383,35,9/2/22,0.1422,32,7/30/22,3718
3722,Twinspot,Brown,Clytospiza,monteiri,0.0483,5,8/23/15,0.0089,2,10/5/20,3722
3726,Crimsonwing,Abyssinian,Cryptospiza,salvadorii,0.8215,85,9/4/22,0.1466,33,6/27/22,3726
3730,Weaver,White-headed Buffalo,Dinemellia,dinemelli,9.9063,1025,9/26/22,3.2573,733,9/26/22,3730
3734,Waxbill,Black-cheeked ,Brunhilda,charmosyna,0.8215,85,9/2/22,0.08,18,2/9/22,3734
3740,Waxbill,Kandt's,Estrilda,kandti,0.1063,11,1/21/22,0.0222,5,8/4/21,3740
3744,Waxbill,Black-rumped,Estrilda,troglodytes,0.174,18,7/30/22,0,0,-,3744
3746,Bishop,Fire-fronted,Euplectes,diadematus,0.2996,31,6/22/22,0.0578,13,5/9/20,3746
3748,Bishop,Northern Red ,Euplectes,franciscanus,0.174,18,8/25/21,0.0311,7,6/5/21,3748
3750,Bishop,Black,Euplectes,gierowii,0.4446,46,7/16/22,0.0267,6,4/22/22,3750
3752,Widowbird,Jackson's,Euplectes,jacksoni,2.0006,207,9/13/22,0.4888,110,7/16/22,3752
3754,Bishop,Zanzibar Red ,Euplectes,nigroventris,5.0933,527,9/21/22,0.4666,105,9/13/22,3754
3766,Weaver,Rufous-tailed,Histurgops,ruficauda,0.0387,4,8/29/21,0.0044,1,10/17/20,3766
3768,Firefinch,Bar-breasted,Lagonosticta,rufopicta,0.3286,34,1/8/22,0.0356,8,4/24/22,3768
3778,Firefinch,Black-bellied,Lagonosticta,rara,0.029,3,7/29/21,0,0,-,3778
3784,Silverbill,African ,Euodice,cantans,0.6282,65,9/2/22,0.0933,21,6/22/22,3784
3786,Longclaw,Pangani,Macronyx,aurantiigula,2.7641,286,6/26/22,0.4844,109,6/20/22,3786
3810,Malimbe,Red-headed,Malimbus,rubricollis,0.2513,26,12/23/21,0.0444,10,11/30/21,3810
3816,Wagtail,White,Motacilla,alba,0.0677,7,2/25/22,0.0089,2,1/20/18,3816
3824,Nigrita,White-breasted,Nigrita,fusconotus,0.1063,11,1/27/22,0.0222,5,4/12/21,3824
3830,Weaver,Compact,Ploceus,superciliosus,0.0193,2,1/8/22,0.0044,1,11/10/21,3830
3834,Sparrow,Parrot-billed,Passer,gongonensis,11.3946,1179,9/26/22,3.0218,680,9/26/22,3834
3836,Sparrow,Swahili,Passer,suahelicus,0.6572,68,7/16/22,0.12,27,8/14/22,3836
3838,Sparrow,Swainson's,Passer,swainsonii,0.174,18,5/1/22,0.04,9,2/28/19,3838
3840,Sparrow,Kenya,Passer,rufocinctus,24.6158,2547,9/26/22,5.6081,1262,9/25/22,3840
3842,Sparrow,Somali,Passer,castanopterus,0.1933,20,5/1/22,0.0578,13,5/21/22,3842
3846,Sparrow,Chestnut,Passer,eminibey,4.3877,454,9/2/22,0.991,223,9/18/22,3846
3850,Sparrow,Parrot-billed,Passer,gongonensis,0.0097,1,10/20/21,0,0,-,3850
3852,Sparrow,Northern Grey-headed,Passer,griseus,12.6897,1313,9/18/22,2.3908,538,9/16/22,3852
3874,Sparrow,Yellow-spotted Bush,Gymnoris,pyrgita,7.5384,780,9/26/22,1.1821,266,9/3/22,3874
3876,Sparrow-Weaver,Donaldson-Smith's ,Plocepasser,donaldsoni,0.6765,70,8/14/22,0.28,63,9/6/22,3876
3878,Sparrow-Weaver,Chestnut-crowned ,Plocepasser,superciliosus,0.1353,14,9/2/22,0.0622,14,5/14/22,3878
3898,Weaver,Golden Palm,Ploceus,bojeri,8.7272,903,9/21/22,1.2532,282,9/1/22,3898
3902,Weaver,Taveta Golden,Ploceus,castaneiceps,0.3769,39,6/23/22,0.0578,13,9/17/22,3902
3904,Weaver,Northern Brown-throated,Ploceus,castanops,0.4832,50,2/28/22,0.0311,7,8/15/21,3904
3910,Weaver,Rueppell's,Ploceus,galbula,0.0097,1,9/2/16,0,0,-,3910
3912,Weaver,Clarke's,Ploceus,golandi,0.2513,26,2/24/22,0.0755,17,8/21/22,3912
3914,Weaver,Heuglin's Masked ,Ploceus,heuglini,0.058,6,7/15/22,0.0044,1,9/2/22,3914
3916,Weaver,Golden-backed,Ploceus,jacksoni,3.0444,315,9/18/22,0.3999,90,9/12/22,3916
3918,Weaver,Little,Ploceus,luteolus,1.0921,113,9/4/22,0.1955,44,9/4/22,3918
3922,Weaver,Black-headed ,Ploceus,melanocephalus,1.1018,114,8/27/22,0.12,27,2/2/22,3922
3934,Weaver,Speke's,Ploceus,spekei,15.647,1619,9/25/22,3.5329,795,9/25/22,3934
3940,Weaver,Northern Masked ,Ploceus,taeniopterus,0.5122,53,6/18/22,0.0889,20,5/14/22,3940
3952,Weaver,Grey-headed Social ,Pseudonigrita,arnaudi,6.1274,634,8/24/22,1.3598,306,9/17/22,3952
3954,Weaver,Black-capped Social ,Pseudonigrita,cabanisi,1.8846,195,8/14/22,0.7599,171,9/5/22,3954
3966,Silverbill,Grey-headed,Spermestes,griseicapilla,1.701,176,9/5/22,0.2711,61,9/26/22,3966
3972,Weaver,Speckle-fronted,Sporopipes,frontalis,4.7357,490,9/26/22,0.7066,159,9/18/22,3972
3974,Cordonbleu,Red-cheeked,Uraeginthus,bengalus,38.069,3939,9/26/22,7.359,1656,9/28/22,3974
3976,Cordonbleu,Blue-capped,Uraeginthus,cyanocephalus,1.527,158,6/26/22,0.4222,95,8/16/22,3976
3978,Grenadier,Purple,Granatina,ianthinogaster,20.7886,2151,9/21/22,3.7195,837,9/26/22,3978
3990,Whydah,Straw-tailed,Vidua,fischeri,1.5753,163,5/14/22,0.3955,89,7/10/22,3990
3992,Whydah,Steel-blue,Vidua,hypocherina,0.5702,59,6/18/22,0.0844,19,5/14/22,3992
4032,Bunting,Ortolan,Emberiza,hortulana,0.0193,2,11/30/21,0.0044,1,12/1/21,4032
4038,Bunting,Somali Golden-breasted,Emberiza,poliopleura,1.7783,184,6/20/22,0.3555,80,7/30/22,4038
4048,Bunting,Striolated,Emberiza,striolata,0.0097,1,5/7/18,0.0044,1,5/13/18,4048
4074,Seedeater,Kenya Yellow-rumped,Crithagra,reichenowi,16.8165,1740,9/26/22,2.6174,589,9/6/22,4074
4076,Seedeater,Yellow-rumped ,Crithagra,xanthopygia,0.0677,7,7/8/21,0.0044,1,7/30/22,4076
4080,Canary,Papyrus,Crithagra,koliensis,0.0966,10,12/11/21,0.0089,2,8/15/21,4080
4082,Citril,Western,Crithagra,frontalis,0.2223,23,6/28/21,0.0133,3,10/16/20,4082
4084,Citril,Southern ,Crithagra,hyposticta,1.0341,107,9/4/22,0.0578,13,7/15/22,4084
4086,Grosbeak-Canary,Southern,Crithagra,buchanani,0.9181,95,1/23/22,0.1333,30,7/16/22,4086
4094,Grosbeak-Canary,Northern,Crithagra,donaldsoni,0.058,6,3/14/21,0.0044,1,10/9/21,4094
4096,Canary,White-bellied,Crithagra,dorsostriata,4.668,483,9/16/22,0.7643,172,9/16/22,4096
4098,Canary,Yellow-crowned,Serinus,flavivertex,2.5901,268,9/4/22,0.7821,176,9/5/22,4098
4104,Seedeater,White-rumped,Crithagra,leucopygia,0.0193,2,10/16/16,0.0044,1,6/12/17,4104
4129,Hornbill,Southern Red-billed,Tockus,rufirostris,4.2621,441,7/16/22,1.0132,228,7/16/22,4129
4130,Cuckoo,Lesser ,Cuculus,poliocephalus,0.058,6,11/27/19,0,0,-,4130
4136,Gull,Lesser Black-backed,Larus,fuscus,0.7442,77,8/21/22,0.3155,71,5/8/22,4136
4138,Cisticola,Rufous-winged,Cisticola,galactotes,0.7538,78,2/19/22,0.1155,26,5/8/22,4138
5708,Leaflove,Yellow-throated ,Atimastillas,flavicollis,1.4884,154,9/5/22,0.1244,28,9/2/22,5708
7865,Boubou,Black ,Laniarius,nigerrimus,0.0097,1,1/18/19,0.0044,1,10/2/18,7865
7866,Boubou,Tropical,Laniarius,major,8.4179,871,9/26/22,2.3863,537,9/25/22,7866
7867,Boubou,East Coast,Laniarius,sublacteus,5.8761,608,9/21/22,1.5998,360,9/25/22,7867
7878,Shrike,Red-tailed,Lanius,phoenicuroides,0.6089,63,4/17/22,0.1289,29,4/15/22,7878
7887,Fiscal,Northern,Lanius,humeralis,25.186,2606,9/26/22,7.239,1629,9/28/22,7887
8090,Mannikin,Black and White,Spermestes,bicolor,1.788,185,9/5/22,0.3999,90,8/21/22,8090
9638,Cormorant,Great,Phalacrocorax,carbo,1.3917,144,9/25/22,0.3955,89,9/28/22,9638
10031,Lovebird,fischeri x personatus,Agapornis ,fischeri x personatus,3.5469,367,9/3/22,0.7421,167,9/24/22,10031
10874,White-eye,Northern Yellow,Zosterops,senegalensis,1.2854,133,9/5/22,0.1644,37,9/25/22,10874
10876,Pipit,Long-billed,Anthus,similis,0.9858,102,8/28/22,0.1378,31,5/2/22,10876
11491,Bulbul,Common,Pycnonotus,barbatus,21.2332,2197,9/26/22,7.9767,1795,9/28/22,11491
13633,White-eye,Southern Yellow,Zosterops,anderssoni,0.9278,96,12/25/21,0.0267,6,7/14/21,13633
14189,Kite,Black,Milvus,migrans,0.2899,30,10/4/18,0.0844,19,7/31/21,14189
14191,Chatterer,Rufous ,Argya,rubiginosa,0.7732,80,11/28/19,0.08,18,4/10/19,14191
14193,Boubou,Ethiopian,laniarius,aethiopicus,2.0489,212,9/5/22,0.6577,148,6/19/22,14193
0,,,,,5.5088,570,5/5/20,1.5509,349,5/1/20,#N/A
3828,,Quailfinch (ssp gabonensis),Ortygospiza,atricollis gabonensis,0.0097,1,2/5/22,0,0,-,3828
2310,Batis,West African,Batis,occulta,0.0193,2,9/2/22,0.0133,3,4/9/21,2310
1880,Dove,Vinaceous,Streptopelia,vinacea,0.0097,1,5/3/22,0,0,-,1880
1194,Leafbird,Yellow-throated ,Chloropsis,palawanensis,0.0387,4,6/21/22,0,0,-,1194
20004,Lovebird,Hybrid,Agapornis,hybrid,0.029,3,8/21/21,0.0089,2,7/23/22,20004
3692,Pipit,Jackson's,Anthus,latistriatus,0.0097,1,6/18/22,0,0,-,3692
3184,Prinia,River,Prinia,fluviatilis,0.0097,1,5/6/22,0,0,-,3184
2370,Raven,Brown-necked,Corvus,ruficollis,0,0,-,0.0044,1,4/30/22,2370
3958,Seedcracker,Black-bellied,Pyrenestes,ostrinus,0.0097,1,9/1/22,0,0,-,3958
7863,Starling,Lesser Blue-eared,Lamprotornis,chloropterus,0.058,6,5/1/22,0.0489,11,9/2/22,7863
3600,Sunbird,Usambara Double-collared,Cinnyris,usambaricus,0.0097,1,7/3/20,0.0044,1,7/2/22,3600
10878,White-eye,Abyssinian,Zosterops,flavilateralis,5.8471,605,9/4/22,0.8577,193,7/14/22,10878