Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
115,Hobby,Eurasian,Falco,subbuteo,0.7665,81,2022-05-01,0.0913,21,2022-05-02
132,Honey-buzzard,European,Pernis,apivorus,0.5205,55,2022-10-03,0.0565,13,2022-05-02
443,Honeybird,Brown-backed,Prodotiscus,regulus,0.4542,48,2022-08-21,0.0304,7,2022-10-05
1364,Honeybird,Cassin's,Prodotiscus,insignis,0.0189,2,2021-08-31,0.0043,1,2019-08-01
444,Honeybird,Green-backed,Prodotiscus,zambesiae,2.6876,284,2022-10-25,0.2521,58,2022-10-19
440,Honeyguide,Greater,Indicator,indicator,5.7159,604,2022-11-05,0.7519,173,2022-10-29
1132,Honeyguide,Least,Indicator,exilis,0.1609,17,2022-01-25,0.0261,6,2021-11-30
442,Honeyguide,Lesser,Indicator,minor,6.2837,664,2022-11-09,0.6997,161,2022-10-27
906,Honeyguide,Pallid,Indicator,meliphilus,0.7949,84,2022-10-03,0.1782,41,2022-10-28
441,Honeyguide,Scaly-throated,Indicator,variegatus,1.5047,159,2022-10-29,0.2955,68,2022-09-25
1350,Honeyguide,Thick-billed,Indicator,conirostris,0.0473,5,2021-11-11,0.0043,1,2020-11-19
418,Hoopoe,African,Upupa,africana,9.5486,1009,2022-11-05,2.1600,497,2022-11-09
1512,Hoopoe,Eurasian,Upupa,epops,2.6119,276,2022-09-20,0.3998,92,2022-11-07
1510,Hornbill,"Abyssinian Ground ",Bucorvus,abyssinicus,0.0568,6,2019-10-03,0.0000,0,-
424,Hornbill,"African Grey",Lophoceros,nasutus,9.1890,971,2022-10-30,2.4903,573,2022-11-08
1484,Hornbill,Black-and-white-casqued,Bycanistes,subcylindricus,1.8643,197,2022-11-08,0.3825,88,2022-09-24
427,Hornbill,Crowned,Lophoceros,alboterminatus,5.3374,564,2022-11-05,1.4255,328,2022-10-27
1494,Hornbill,"Eastern Yellow-billed ",Tockus,flavirostris,3.9368,416,2022-11-03,1.0300,237,2022-10-21
1498,Hornbill,Hemprich's,Lophoceros,hemprichii,0.3501,37,2022-09-20,0.0522,12,2022-10-08
1500,Hornbill,Jackson's,Tockus,jacksoni,0.6908,73,2022-10-01,0.1434,33,2022-10-08
1508,Hornbill,"Northern Red-billed",Tockus,erythrorhynchus,5.5645,588,2022-11-03,2.0296,467,2022-10-20
423,Hornbill,Silvery-cheeked,Bycanistes,brevis,4.3910,464,2022-11-05,1.4560,335,2022-11-07
430,Hornbill,"Southern Ground ",Bucorvus,leadbeateri,1.6750,177,2022-10-30,0.6345,146,2022-10-27
4129,Hornbill,"Southern Red-billed",Tockus,rufirostris,4.1734,441,2022-07-16,0.9996,230,2022-10-21
422,Hornbill,Trumpeter,Bycanistes,bucinator,3.3406,353,2022-10-28,0.8214,189,2022-10-27
1490,Hornbill,"Von der Decken's",Tockus,deckeni,12.6147,1333,2022-10-30,3.4943,804,2022-11-01
3282,Hylia,Green,Hylia,prasina,0.2271,24,2022-11-08,0.0348,8,2020-10-17
668,Hyliota,Southern,Hyliota,australis,0.2082,22,2022-10-22,0.0478,11,2021-04-12
81,Ibis,"African Sacred",Threskiornis,aethiopicus,28.5228,3014,2022-11-09,9.4528,2175,2022-11-10
83,Ibis,Glossy,Plegadis,falcinellus,4.7033,497,2022-11-02,1.3212,304,2022-11-08
84,Ibis,"Hadada ",Bostrychia,hagedash,47.6105,5031,2022-11-09,15.3114,3523,2022-11-11
2202,Ibis,Olive,Bostrychia,olivacea,0.1987,21,2022-11-05,0.0348,8,2022-04-20
3292,Illadopsis,Mountain,Illadopsis,pyrrhoptera,0.1514,16,2021-05-08,0.0348,8,2021-11-21
1193,Illadopsis,Scaly-breasted,Illadopsis,albipectus,0.3218,34,2022-11-08,0.0130,3,2020-10-17
850,Indigobird,Purple,Vidua,purpurascens,0.0379,4,2019-07-28,0.0174,4,2022-05-14
851,Indigobird,Village,Vidua,chalybeata,7.5613,799,2022-10-27,1.3212,304,2022-10-19
228,Jacana,African,Actophilornis,africanus,10.4571,1105,2022-11-03,2.5164,579,2022-11-09
229,Jacana,Lesser,Microparra,capensis,0.3312,35,2022-09-30,0.1304,30,2022-07-16
284,Jaeger,Parasitic,Stercorarius,parasiticus,0.0095,1,2021-05-20,0.0087,2,2021-05-20
285,Jaeger,Pomarine,Stercorarius,pomarinus,0.0095,1,2021-05-08,0.0000,0,-
2162,Kestrel,Common,Falco,tinnunculus,1.8832,199,2022-11-03,0.4911,113,2022-10-27
121,Kestrel,Dickinson's,Falco,dickinsoni,0.0000,0,-,0.0043,1,2019-05-18
2152,Kestrel,Fox,Falco,alopex,0.0568,6,2022-05-04,0.0217,5,2022-05-02
122,Kestrel,Greater,Falco,rupicoloides,0.3785,40,2022-05-06,0.3216,74,2022-04-30
889,Kestrel,Grey,Falco,ardosiaceus,0.3691,39,2022-10-05,0.1695,39,2022-10-27
125,Kestrel,Lesser,Falco,naumanni,1.2492,132,2022-10-28,0.3042,70,2022-05-08
123,Kestrel,Rock,Falco,rupicolus,0.1514,16,2022-02-06,0.0174,4,2021-01-31
398,Kingfisher,"African Pygmy",Ispidina,picta,4.6465,491,2022-11-08,0.5607,129,2022-10-21
402,Kingfisher,Brown-hooded,Halcyon,albiventris,3.7475,396,2022-10-28,0.8040,185,2022-11-02
395,Kingfisher,Giant,Megaceryle,maxima,4.1450,438,2022-10-25,0.8779,202,2022-10-21
401,Kingfisher,Grey-headed,Halcyon,leucocephala,17.1856,1816,2022-11-09,4.1114,946,2022-11-09
397,Kingfisher,Malachite,Corythornis,cristatus,14.2519,1506,2022-11-03,2.2513,518,2022-10-28
400,Kingfisher,Mangrove,Halcyon,senegaloides,3.2933,348,2022-10-21,0.6258,144,2022-09-27
394,Kingfisher,Pied,Ceryle,rudis,20.1382,2128,2022-11-09,3.8289,881,2022-11-10
403,Kingfisher,Striped,Halcyon,chelicuti,11.9145,1259,2022-11-09,2.2296,513,2022-11-11
399,Kingfisher,Woodland,Halcyon,senegalensis,2.2144,234,2022-11-03,0.5215,120,2022-10-12
128,Kite,Black,Milvus,migrans,10.5044,1110,2022-11-05,5.3066,1221,2022-11-11
14189,Kite,Black,Milvus,migrans,0.2839,30,2018-10-04,0.0826,19,2021-07-31
130,Kite,"Black-winged ",Elanus,caeruleus,10.2110,1079,2022-11-03,2.6859,618,2022-10-28
2114,Kite,Scissor-tailed,Chelictinia,riocourii,0.0946,10,2022-05-04,0.0304,7,2021-11-03
129,Kite,Yellow-billed,Milvus,aegyptius,19.2959,2039,2022-11-09,7.4319,1710,2022-11-11
247,Lapwing,"African Wattled",Vanellus,senegallus,1.3627,144,2022-11-04,0.4737,109,2022-10-01
2020,Lapwing,Black-headed,Vanellus,tectus,1.8075,191,2022-10-08,0.7736,178,2022-10-09
243,Lapwing,Black-winged,Vanellus,melanopterus,2.2050,233,2022-10-23,0.8431,194,2022-11-02
245,Lapwing,Blacksmith,Vanellus,armatus,12.8040,1353,2022-11-09,3.7594,865,2022-11-08
2018,Lapwing,Brown-chested,Vanellus,superciliosus,0.0000,0,-,0.0043,1,2019-10-17
242,Lapwing,Crowned,Vanellus,coronatus,16.4001,1733,2022-11-04,4.1245,949,2022-11-11
248,Lapwing,Long-toed,Vanellus,crassirostris,4.0598,429,2022-10-24,0.9344,215,2022-11-08
244,Lapwing,Senegal,Vanellus,lugubris,1.9684,208,2022-07-13,0.5172,119,2022-09-09
1031,Lapwing,Spur-winged,Vanellus,spinosus,13.1731,1392,2022-11-05,3.7551,864,2022-11-10
3482,Lark,"Athi Short-toed",Alaudala,athensis,0.0946,10,2020-04-04,0.0000,0,-
3536,Lark,Collared,Mirafra,collaris,0.0095,1,2019-12-27,0.0000,0,-
3506,Lark,Crested,Galerida,cristata,0.2555,27,2022-05-06,0.2086,48,2022-05-08
459,Lark,Fawn-colored,Calendulauda,africanoides,3.4163,361,2022-10-11,0.5259,121,2022-09-20
468,Lark,Flappet,Mirafra,rufocinnamomea,3.4258,362,2022-10-28,0.6432,148,2022-10-15
3522,Lark,Foxy,Calendulauda,alopex,0.3880,41,2022-11-03,0.1565,36,2022-09-17
3552,Lark,Friedmann's,Mirafra,pulpa,0.0189,2,2016-07-29,0.0000,0,-
456,Lark,Melodious,Mirafra,cheniana,0.0189,2,2020-09-04,0.0217,5,2022-05-21
3520,Lark,Pink-breasted,Calendulauda,poecilosterna,3.0472,322,2022-11-03,1.4255,328,2022-10-25
488,Lark,Red-capped,Calandrella,cinerea,4.9778,526,2022-11-03,1.2517,288,2022-10-03
3546,Lark,Red-winged,Mirafra,hypermetra,1.1735,124,2022-11-03,0.8171,188,2022-10-09
458,Lark,Rufous-naped,Mirafra,africana,10.6937,1130,2022-11-05,2.7468,632,2022-11-07
3562,Lark,Short-tailed,Spizocorys,fremantlii,0.7571,80,2022-01-23,0.1652,38,2022-09-05
3534,Lark,"Singing Bush",Mirafra,cantillans,0.4921,52,2022-07-28,0.1043,24,2022-08-27
3484,Lark,"Somali Short-toed",Alaudala,somalica,0.1798,19,2021-02-15,0.0043,1,2016-07-17
3510,Lark,Thekla's,Galerida,theklae,0.0568,6,2022-02-05,0.0522,12,2020-11-29
3528,Lark,White-tailed,Mirafra,albicauda,0.2177,23,2022-10-28,0.0522,12,2021-07-22
3558,Lark,Williams's,Mirafra,williamsi,0.0284,3,2022-05-18,0.0391,9,2022-04-08
1194,Leafbird,"Yellow-throated ",Chloropsis,palawanensis,0.0379,4,2022-06-21,0.0000,0,-
5708,Leaflove,"Yellow-throated ",Atimastillas,flavicollis,1.4763,156,2022-10-22,0.1217,28,2022-09-02
3786,Longclaw,Pangani,Macronyx,aurantiigula,2.7349,289,2022-10-30,0.4824,111,2022-10-01
705,Longclaw,Rosy-throated,Macronyx,ameliae,1.1167,118,2022-11-03,0.2608,60,2022-10-29
3688,Longclaw,Sharpe's,Macronyx,sharpei,0.5678,60,2022-07-30,0.3781,87,2022-10-17
704,Longclaw,Yellow-throated,Macronyx,croceus,10.9397,1156,2022-11-05,1.8123,417,2022-10-27
1636,Lovebird,Fischer's,Agapornis,fischeri,2.9147,308,2022-11-03,0.8605,198,2022-11-07
10031,Lovebird,"fischeri x personatus","Agapornis ","fischeri x personatus",3.5204,372,2022-11-09,0.7475,172,2022-10-26
20004,Lovebird,Hybrid,Agapornis,hybrid,0.0284,3,2021-08-21,0.0087,2,2022-07-23
1640,Lovebird,Red-headed,Agapornis,pullarius,0.0095,1,2021-07-30,0.0087,2,2021-07-12
1638,Lovebird,Yellow-collared,Agapornis,personatus,0.1325,14,2022-01-20,0.0348,8,2020-10-18
3810,Malimbe,Red-headed,Malimbus,rubricollis,0.2555,27,2022-10-22,0.0478,11,2022-10-14
1596,Malkoha,"Blue ",Ceuthmochares,aereus,0.6246,66,2022-10-22,0.0956,22,2022-08-21
358,Malkoha,Green,Ceuthmochares,australis,3.8895,411,2022-10-28,0.7084,163,2022-10-16
8090,Mannikin,"Black and White",Spermestes,bicolor,1.7697,187,2022-11-08,0.4042,93,2022-11-11
823,Mannikin,Bronze,Spermestes,cucullata,24.7563,2616,2022-11-09,4.3635,1004,2022-11-11
822,Mannikin,Magpie,Spermestes,fringilloides,0.0473,5,2019-11-23,0.0000,0,-
824,Mannikin,Red-backed,Spermestes,nigriceps,5.2617,556,2022-11-05,0.8649,199,2022-10-15
510,Martin,Banded,Riparia,cincta,2.2618,239,2022-11-09,0.3607,83,2022-11-09
509,Martin,Brown-throated,Riparia,paludicola,11.4981,1215,2022-11-09,1.9862,457,2022-11-05
507,Martin,"Common House",Delichon,urbicum,2.6971,285,2022-11-04,0.4259,98,2022-05-29
506,Martin,Rock,Ptyonoprogne,fuligula,18.1130,1914,2022-11-05,3.2857,756,2022-11-03
508,Martin,Sand,Riparia,riparia,2.4321,257,2022-10-28,0.3216,74,2022-10-08
210,Moorhen,Common,Gallinula,chloropus,7.2017,761,2022-11-03,1.3299,306,2022-11-09
211,Moorhen,Lesser,Paragallinula,angulata,0.3596,38,2022-08-04,0.0435,10,2022-06-20
1590,Mousebird,Blue-naped,Urocolius,macrourus,18.3590,1940,2022-11-09,3.6855,848,2022-11-05
390,Mousebird,Speckled,Colius,striatus,53.7806,5683,2022-11-09,13.8294,3182,2022-11-11
1588,Mousebird,White-headed,Colius,leucocephalus,1.5709,166,2022-11-03,0.2477,57,2022-10-09
725,Nicator,Eastern,Nicator,gularis,5.9430,628,2022-10-15,1.5516,357,2022-10-28
2596,Nightingale,Common,Luscinia,megarhynchos,1.8738,198,2022-04-11,0.4172,96,2022-03-22
592,Nightingale,Thrush,Luscinia,luscinia,1.3154,139,2022-11-09,0.1652,38,2022-11-09
1818,Nightjar,"Donaldson Smith's",Caprimulgus,donaldsoni,0.7287,77,2022-10-02,0.0608,14,2022-10-08
371,Nightjar,European,Caprimulgus,europaeus,0.5678,60,2022-04-14,0.0782,18,2022-03-30
373,Nightjar,Fiery-necked,Caprimulgus,pectoralis,0.8706,92,2022-10-03,0.3042,70,2022-10-07
374,Nightjar,Freckled,Caprimulgus,tristigma,0.3501,37,2022-06-13,0.0348,8,2022-08-14
357,Nightjar,Montane,Caprimulgus,poliocephalus,2.8012,296,2022-10-25,0.7780,179,2022-10-28
1830,Nightjar,Nubian,Caprimulgus,nubicus,0.0662,7,2022-09-26,0.0087,2,2022-09-26
377,Nightjar,Pennant-winged,Caprimulgus,vexillarius,0.0095,1,2022-08-21,0.0087,2,2022-07-20
1826,Nightjar,Plain,Caprimulgus,inornatus,0.3501,37,2022-03-09,0.0304,7,2021-12-06
1814,Nightjar,Slender-tailed,Caprimulgus,clarus,2.4226,256,2022-11-03,0.2738,63,2022-10-22
1824,Nightjar,Sombre,Caprimulgus,fraenatus,1.0410,110,2022-06-18,0.1043,24,2022-09-07
376,Nightjar,Square-tailed,Caprimulgus,fossii,0.0757,8,2021-01-24,0.0174,4,2020-03-08
1838,Nightjar,Standard-winged,Caprimulgus,longipennis,0.0095,1,2022-05-01,0.0043,1,2022-05-02
375,Nightjar,Swamp,Caprimulgus,natalensis,0.1703,18,2022-08-27,0.0130,3,2022-08-27
1141,Nigrita,Grey-headed,Nigrita,canicapillus,1.5047,159,2022-11-05,0.1825,42,2022-07-24
3824,Nigrita,White-breasted,Nigrita,fusconotus,0.1041,11,2022-01-27,0.0217,5,2021-04-12
303,Noddy,Brown,Anous,stolidus,0.3312,35,2022-07-05,0.0782,18,2022-09-27
939,Noddy,Lesser,Anous,tenuirostris,0.2177,23,2021-08-10,0.0608,14,2022-07-13
74,Openbill,African,Anastomus,lamelligerus,6.8042,719,2022-11-09,1.5559,358,2022-11-09
520,Oriole,"African Golden",Oriolus,auratus,3.3122,350,2022-10-08,0.8171,188,2022-10-11
521,Oriole,Black-headed,Oriolus,larvatus,23.9898,2535,2022-11-09,4.8416,1114,2022-11-05
519,Oriole,"Eurasian Golden",Oriolus,oriolus,5.9620,630,2022-10-28,1.2908,297,2022-11-02
909,Oriole,Green-headed,Oriolus,chlorocephalus,0.4826,51,2022-10-21,0.1130,26,2022-10-20
2466,Oriole,"Mountain ",Oriolus,percivali,1.5047,159,2022-11-05,0.2608,60,2022-10-03
2460,Oriole,Western,Oriolus,brachyrynchus,0.3123,33,2022-11-08,0.0348,8,2022-10-14
172,Osprey,Western,Pandion,haliaetus,1.8548,196,2022-10-28,0.4607,106,2022-10-06
1,Ostrich,Common,Struthio,camelus,6.4730,684,2022-11-03,1.9949,459,2022-11-09
1200,Ostrich,Somali,Struthio,molybdophanes,1.7223,182,2022-11-03,0.7866,181,2022-10-09
363,Owl,"African Scops",Otus,senegalensis,1.5141,160,2022-11-03,0.1391,32,2022-10-09
362,Owl,"African Wood",Strix,woodfordii,1.6561,175,2022-10-03,0.2782,64,2022-05-14
1790,Owl,"Eurasian Scops",Otus,scops,0.0095,1,2018-02-07,0.0043,1,2019-02-17
361,Owl,Marsh,Asio,capensis,0.1420,15,2021-10-09,0.0826,19,2022-08-06
1792,Owl,"Northern White-faced Scops",Ptilopsis,leucotis,0.3123,33,2022-10-01,0.0652,15,2022-05-14
370,Owl,"Pel's Fishing",Scotopelia,peli,0.0379,4,2022-10-21,0.0087,2,2022-05-15
1780,Owl,"Sokoke Scops",Otus,ireneae,0.6151,65,2022-10-03,0.1347,31,2022-07-02
364,Owl,"Southern White-faced Scops",Ptilopsis,granti,0.0379,4,2021-01-26,0.0174,4,2021-05-09
359,Owl,"Western Barn ",Tyto,alba,0.4448,47,2022-08-25,0.0826,19,2022-03-17
366,Owlet,"African Barred",Glaucidium,capense,0.8044,85,2022-09-07,0.2390,55,2022-06-22
365,Owlet,Pearl-spotted,Glaucidium,perlatum,3.2365,342,2022-10-08,0.4868,112,2022-10-08
748,Oxpecker,Red-billed,Buphagus,erythrorynchus,13.8639,1465,2022-11-05,2.9032,668,2022-11-05
747,Oxpecker,Yellow-billed,Buphagus,africanus,5.0062,529,2022-11-05,1.0996,253,2022-10-12
894,Oystercatcher,Eurasian,Haematopus,ostralegus,0.1041,11,2022-07-06,0.0130,3,2022-06-07
230,Painted-snipe,Greater,Rostratula,benghalensis,0.5867,62,2022-10-24,0.0913,21,2022-10-04
593,"Palm Thrush",Collared,Cichladusa,arquata,1.5425,163,2022-10-15,0.4520,104,2022-09-01
2560,"Palm Thrush",Spotted,Cichladusa,guttata,13.5043,1427,2022-11-03,1.8993,437,2022-10-15
3356,Parisoma,Banded,Curruca,boehmi,3.6434,385,2022-10-22,0.5259,121,2022-10-08
3358,Parisoma,Brown,Curruca,lugens,2.9904,316,2022-10-25,0.4520,104,2022-10-13
328,Parrot,Brown-headed,Poicephalus,cryptoxanthus,1.0504,111,2022-10-29,0.4042,93,2022-10-21
1664,Parrot,Grey,Psittacus,erithacus,0.0946,10,2022-11-08,0.0304,7,2020-12-12
327,Parrot,Meyer's,Poicephalus,meyeri,6.7853,717,2022-10-29,1.1126,256,2022-09-25
1658,Parrot,"Red-bellied ",Poicephalus,rufiventris,4.6655,493,2022-10-21,0.9040,208,2022-10-20
1656,Parrot,Red-fronted,Poicephalus,gulielmi,1.2586,133,2022-10-08,0.3086,71,2022-09-05
1250,Partridge,Stone,Ptilopachus,petrosus,0.7949,84,2022-09-17,0.0348,8,2021-12-27
42,Pelican,"Great White",Pelecanus,onocrotalus,5.0440,533,2022-11-09,1.5863,365,2022-11-08
41,Pelican,Pink-backed,Pelecanus,rufescens,4.1355,437,2022-10-22,1.0387,239,2022-11-08
272,Phalarope,Red-necked,Phalaropus,lobatus,0.0757,8,2020-02-26,0.0217,5,2022-10-04
323,Pigeon,"African Green",Treron,calvus,7.1922,760,2022-11-09,1.0040,231,2022-11-09
312,Pigeon,"African Olive",Columba,arquatrix,1.4574,154,2022-11-05,0.2521,58,2022-04-24
1888,Pigeon,"Bruce's Green",Treron,waalia,0.0095,1,2014-11-12,0.0000,0,-
313,Pigeon,"Eastern Bronze-naped",Columba,delegorguei,0.3975,42,2022-11-05,0.0478,11,2022-06-19
311,Pigeon,Speckled,Columba,guinea,17.9900,1901,2022-11-05,7.7231,1777,2022-11-05
886,Pintail,Northern,Anas,acuta,0.2082,22,2022-02-13,0.0478,11,2020-02-23
692,Pipit,African,Anthus,cinnamomeus,16.1257,1704,2022-11-05,3.4030,783,2022-11-08
699,Pipit,Bushveld,Anthus,caffer,0.0757,8,2019-04-23,0.0043,1,2019-09-14
702,Pipit,Golden,Tmetothylacus,tenellus,2.4983,264,2022-10-29,1.0518,242,2022-10-08
3692,Pipit,Jackson's,Anthus,latistriatus,0.0095,1,2022-06-18,0.0000,0,-
693,Pipit,Long-billed,Anthus,similis,0.1514,16,2022-10-28,0.0174,4,2022-05-02
10876,Pipit,Long-billed,Anthus,similis,1.0599,112,2022-11-05,0.1347,31,2022-05-02
3698,Pipit,Malindi,Anthus,melindae,1.1545,122,2022-10-03,0.1434,33,2022-05-14
694,Pipit,Plain-backed,Anthus,leucophrys,4.3437,459,2022-11-09,0.9127,210,2022-11-11
1028,Pipit,Red-throated,Anthus,cervinus,0.4826,51,2022-11-02,0.1347,31,2022-03-29
3712,Pipit,Sokoke,Anthus,sokokensis,1.1356,120,2022-07-02,0.2390,55,2022-07-07
696,Pipit,Striped,Anthus,lineiventris,0.1987,21,2022-07-02,0.0782,18,2022-07-03
698,Pipit,Tree,Anthus,trivialis,2.5930,274,2022-04-12,0.2999,69,2022-05-12
455,Pitta,African,Pitta,angolensis,0.0095,1,2022-05-18,0.0000,0,-
1704,Plantain-eater,"Eastern ",Crinifer,zonurus,1.2397,131,2022-09-02,0.1608,37,2022-08-26
240,Plover,Caspian,Charadrius,asiaticus,0.4164,44,2022-07-28,0.1173,27,2022-09-19
236,Plover,Chestnut-banded,Charadrius,pallidus,0.1136,12,2022-03-09,0.1478,34,2022-09-17
233,Plover,"Common Ringed",Charadrius,hiaticula,6.4162,678,2022-11-09,1.5385,354,2022-11-08
239,Plover,"Greater Sand",Charadrius,leschenaultii,3.0094,318,2022-10-21,0.6041,139,2022-10-08
241,Plover,Grey,Pluvialis,squatarola,4.5424,480,2022-10-28,1.0431,240,2022-10-08
237,Plover,Kittlitz's,Charadrius,pecuarius,4.0030,423,2022-10-30,1.1908,274,2022-10-06
234,Plover,"Lesser Sand",Charadrius,mongolus,3.1324,331,2022-10-28,0.6389,147,2022-10-08
955,Plover,"Little Ringed",Charadrius,dubius,0.3785,40,2022-10-29,0.0913,21,2022-10-08
1039,Plover,"Pacific Golden",Pluvialis,fulva,0.0662,7,2022-02-05,0.0435,10,2022-02-06
238,Plover,Three-banded,Charadrius,tricollaris,14.9427,1579,2022-11-03,2.7294,628,2022-11-08
235,Plover,White-fronted,Charadrius,marginatus,1.5615,165,2022-08-31,0.2651,61,2022-09-20
102,Pochard,Southern,Netta,erythrophthalma,0.3975,42,2022-10-08,0.0695,16,2022-10-23
281,Pratincole,Collared,Glareola,pratincola,1.4384,152,2022-10-23,0.3042,70,2022-06-27
898,Pratincole,"Madagascan ",Glareola,ocularis,0.4637,49,2022-08-31,0.0695,16,2022-05-14
283,Pratincole,Rock,Glareola,nuchalis,0.0379,4,2021-06-22,0.0348,8,2022-04-24
1155,Prinia,Banded,Prinia,bairdii,0.3407,36,2022-10-22,0.0304,7,2021-08-13
3188,Prinia,Pale,Prinia,somalica,0.6151,65,2022-11-03,0.1956,45,2022-10-09
3192,Prinia,Red-fronted,Prinia,rufifrons,1.7507,185,2022-10-30,0.3564,82,2022-10-09
3184,Prinia,River,Prinia,fluviatilis,0.0095,1,2022-05-06,0.0000,0,-
649,Prinia,Tawny-flanked,Prinia,subflava,32.0715,3389,2022-11-05,5.7499,1323,2022-11-11
3180,Prinia,White-chinned,Schistolais,leucopogon,0.6435,68,2022-11-08,0.0652,15,2021-09-11
712,Puffback,Black-backed,Dryoscopus,cubla,24.5576,2595,2022-11-05,4.3548,1002,2022-10-28
