Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
2386,Puffback,Northern,Dryoscopus,gambensis,1.7886,189,2022-11-09,0.2564,59,2022-10-08
2384,Puffback,Pink-footed,Dryoscopus,angolensis,0.4164,44,2022-10-22,0.0435,10,2022-10-14
2388,Puffback,Pringle's,Dryoscopus,pringlii,0.5205,55,2022-10-07,0.2086,48,2022-10-27
830,Pytilia,Green-winged,Pytilia,melba,4.0693,430,2022-10-08,0.7432,171,2022-10-09
829,Pytilia,Orange-winged,Pytilia,afra,0.0473,5,2020-10-15,0.0130,3,2020-10-31
189,Quail,Common,Coturnix,coturnix,0.9085,96,2022-04-27,0.2086,48,2022-07-28
190,Quail,Harlequin,Coturnix,delegorguei,1.5331,162,2022-11-04,0.3477,80,2022-07-11
807,Quelea,Cardinal,Quelea,cardinalis,0.5016,53,2022-08-17,0.0478,11,2022-10-08
805,Quelea,Red-billed,Quelea,quelea,13.0690,1381,2022-11-03,2.5903,596,2022-11-08
806,Quelea,Red-headed,Quelea,erythrops,0.1420,15,2021-07-26,0.0217,5,2020-05-09
197,Rail,African,Rallus,caerulescens,0.5110,54,2022-09-25,0.0522,12,2021-10-01
1936,Rail,Water,Rallus,aquaticus,0.0095,1,2021-10-20,0.0000,0,-
2370,Raven,Brown-necked,Corvus,ruficollis,0.0000,0,-,0.0043,1,2022-04-30
2368,Raven,Fan-tailed,Corvus,rhipidurus,3.4068,360,2022-11-03,0.6389,147,2022-10-09
524,Raven,White-necked,Corvus,albicollis,0.4542,48,2022-07-02,0.0782,18,2022-03-30
261,Redshank,Common,Tringa,totanus,0.1230,13,2022-02-09,0.0478,11,2022-02-13
260,Redshank,Spotted,Tringa,erythropus,0.0757,8,2022-03-08,0.0304,7,2022-01-08
1004,Redstart,Common,Phoenicurus,phoenicurus,0.0095,1,2019-04-23,0.0087,2,2018-04-17
589,Robin,White-starred,Pogonocichla,stellata,2.8296,299,2022-10-08,0.6345,146,2022-09-14
2592,Robin,"White-throated ",Irania,gutturalis,0.7003,74,2022-02-23,0.0739,17,2022-02-24
2570,Robin-Chat,Blue-shouldered,Cossypha,cyanocampter,0.4732,50,2022-11-08,0.0435,10,2021-11-30
581,Robin-Chat,Cape,Cossypha,caffra,18.5010,1955,2022-11-09,4.4113,1015,2022-11-09
1085,Robin-Chat,"Grey-winged ",Cossypha,polioptera,0.3596,38,2022-11-08,0.0652,15,2021-07-30
579,Robin-Chat,Red-capped,Cossypha,natalensis,4.4005,465,2022-10-28,0.9257,213,2022-10-16
2576,Robin-Chat,"Rueppell's ",Cossypha,semirufa,13.1068,1385,2022-11-09,2.3686,545,2022-11-05
2574,Robin-Chat,"Snowy-crowned ",Cossypha,niveicapilla,0.6246,66,2022-11-08,0.0913,21,2022-10-14
580,Robin-Chat,White-browed,Cossypha,heuglini,22.9299,2423,2022-11-09,4.1419,953,2022-11-07
1530,Roller,Abyssinian,Coracias,abyssinicus,0.1325,14,2022-05-04,0.0956,22,2022-07-30
416,Roller,Broad-billed,Eurystomus,glaucurus,2.1766,230,2022-10-29,0.5085,117,2022-10-28
412,Roller,European,Coracias,garrulus,4.9399,522,2022-11-09,2.5034,576,2022-10-26
413,Roller,Lilac-breasted,Coracias,caudatus,20.2423,2139,2022-11-05,6.8582,1578,2022-11-07
415,Roller,Purple,Coracias,naevius,2.1198,224,2022-10-30,0.6085,140,2022-10-08
1958,Sandgrouse,Black-faced,Pterocles,decoratus,4.8358,511,2022-11-03,1.5907,366,2022-10-21
1960,Sandgrouse,Chestnut-bellied,Pterocles,exustus,1.4952,158,2022-11-03,0.6563,151,2022-10-06
1968,Sandgrouse,Four-banded,Pterocles,quadricinctus,0.0662,7,2022-05-04,0.0087,2,2022-05-05
1962,Sandgrouse,Lichtenstein's,Pterocles,lichtensteinii,0.4542,48,2022-10-08,0.0956,22,2022-09-14
309,Sandgrouse,Yellow-throated,Pterocles,gutturalis,1.2302,130,2022-10-08,0.3694,85,2022-11-05
981,Sandpiper,Broad-billed,Calidris,falcinellus,0.0852,9,2022-04-07,0.0000,0,-
258,Sandpiper,Common,Actitis,hypoleucos,17.2329,1821,2022-11-09,3.5421,815,2022-11-10
251,Sandpiper,Curlew,Calidris,ferruginea,3.9936,422,2022-10-24,0.7301,168,2022-11-07
259,Sandpiper,Green,Tringa,ochropus,4.3342,458,2022-11-03,0.9083,209,2022-10-27
262,Sandpiper,Marsh,Tringa,stagnatilis,3.7002,391,2022-10-30,1.0257,236,2022-11-08
257,Sandpiper,Terek,Xenus,cinereus,2.8674,303,2022-10-28,0.5607,129,2022-10-08
264,Sandpiper,Wood,Tringa,glareola,10.9303,1155,2022-11-05,2.3078,531,2022-11-08
2914,Saw-wing,"Black (Northern Race)",Psalidoprocne,"pristoptera ",0.0568,6,2022-03-28,0.0043,1,2020-10-13
511,Saw-wing,"Black (Southern Africa)",Psalidoprocne,"pristoptera holomelas",15.3686,1624,2022-11-08,2.9076,669,2022-11-05
964,Saw-wing,White-headed,Psalidoprocne,albiceps,4.3532,460,2022-11-08,0.5998,138,2022-11-11
1526,Scimitarbill,"Abyssinian ",Rhinopomastus,minor,6.4351,680,2022-11-05,0.9127,210,2022-10-21
421,Scimitarbill,Common,Rhinopomastus,cyanomelas,4.0693,430,2022-10-11,0.8345,192,2022-10-08
585,"Scrub Robin",Bearded,Cercotrichas,quadrivirgata,7.0219,742,2022-10-29,1.5733,362,2022-10-15
2556,"Scrub Robin",Brown-backed,Cercotrichas,hartlaubi,0.6246,66,2022-09-18,0.0348,8,2022-10-06
567,"Scrub Robin",Rufous-tailed,Cercotrichas,galactotes,1.3438,142,2022-06-18,0.1608,37,2022-03-20
588,"Scrub Robin",White-browed,Cercotrichas,leucophrys,16.0216,1693,2022-11-05,2.2165,510,2022-11-03
3958,Seedcracker,Black-bellied,Pyrenestes,ostrinus,0.0095,1,2022-09-01,0.0000,0,-
4074,Seedeater,"Kenya Yellow-rumped",Crithagra,reichenowi,16.6746,1762,2022-11-05,2.6077,600,2022-11-05
834,Seedeater,Reichard's,Crithagra,reichardi,0.0568,6,2020-11-18,0.0000,0,-
778,Seedeater,Streaky,Crithagra,striolata,22.4094,2368,2022-11-09,6.3019,1450,2022-11-09
867,Seedeater,Streaky-headed,Crithagra,gularis,0.1041,11,2021-05-08,0.0261,6,2021-09-29
1159,Seedeater,Thick-billed,Crithagra,burtoni,2.0725,219,2022-10-18,0.3825,88,2022-09-20
4104,Seedeater,White-rumped,Crithagra,leucopygia,0.0189,2,2016-10-16,0.0043,1,2017-06-12
4076,Seedeater,"Yellow-rumped ",Crithagra,xanthopygia,0.0662,7,2021-07-08,0.0043,1,2022-07-30
28,Shearwater,Tropical,Puffinus,bailloni,0.0095,1,2019-02-23,0.0043,1,2021-12-22
93,Shoveler,Northern,Spatula,clypeata,0.3785,40,2022-02-09,0.1087,25,2021-12-07
2288,Shrike,Isabelline,Lanius,isabellinus,5.1386,543,2022-10-08,1.0213,235,2022-10-27
706,Shrike,"Lesser Grey",Lanius,minor,1.4101,149,2022-11-04,0.2130,49,2022-04-30
2290,Shrike,Mackinnon's,Lanius,mackinnoni,0.6057,64,2022-09-29,0.0652,15,2021-09-01
724,Shrike,Magpie,Urolestes,melanoleucus,0.1798,19,2022-10-12,0.0826,19,2022-10-03
2300,Shrike,Magpie,Urolestes,melanoleucus,0.2650,28,2018-06-26,0.0348,8,2017-12-20
2296,Shrike,Masked,Lanius,nubicus,0.0000,0,-,0.0043,1,2017-03-02
2276,Shrike,"Northern White-crowned",Eurocephalus,ruppelli,14.7819,1562,2022-11-03,4.4548,1025,2022-10-28
708,Shrike,Red-backed,Lanius,collurio,4.9683,525,2022-10-25,0.7997,184,2022-05-07
7878,Shrike,Red-tailed,Lanius,phoenicuroides,0.6151,65,2022-11-09,0.1304,30,2022-11-09
2274,Shrike,Yellow-billed,Corvinella,corvina,0.0662,7,2022-09-02,0.0087,2,2022-04-12
2456,Shrike-flycatcher,African,Megabyas,flammulatus,0.1893,20,2022-11-08,0.0174,4,2020-10-17
667,Shrike-flycatcher,Black-and-white,Bias,musicus,0.0379,4,2020-10-15,0.0043,1,2021-11-07
3784,Silverbill,"African ",Euodice,cantans,0.6151,65,2022-09-02,0.1043,24,2022-10-09
3966,Silverbill,Grey-headed,Spermestes,griseicapilla,1.6940,179,2022-09-11,0.2782,64,2022-10-08
306,Skimmer,African,Rynchops,flavirostris,0.2271,24,2022-09-26,0.1173,27,2022-02-25
250,Snipe,African,Gallinago,nigripennis,0.4164,44,2022-07-30,0.2955,68,2022-09-27
957,Snipe,Common,Gallinago,gallinago,1.2208,129,2022-11-03,0.2173,50,2022-10-25
249,Snipe,Great,Gallinago,media,0.0189,2,2019-08-22,0.0043,1,1999-11-22
3846,Sparrow,Chestnut,Passer,eminibey,4.3910,464,2022-10-29,0.9822,226,2022-11-02
784,Sparrow,House,Passer,domesticus,19.3811,2048,2022-11-09,8.8009,2025,2022-11-09
3840,Sparrow,Kenya,Passer,rufocinctus,24.4346,2582,2022-11-05,5.5935,1287,2022-11-02
3852,Sparrow,"Northern Grey-headed",Passer,griseus,12.5580,1327,2022-11-04,2.3860,549,2022-11-11
3834,Sparrow,Parrot-billed,Passer,gongonensis,11.4318,1208,2022-11-09,3.0727,707,2022-11-05
3850,Sparrow,Parrot-billed,Passer,gongonensis,0.0095,1,2021-10-20,0.0000,0,-
3842,Sparrow,Somali,Passer,castanopterus,0.1893,20,2022-05-01,0.0565,13,2022-05-21
3836,Sparrow,Swahili,Passer,suahelicus,0.6435,68,2022-07-16,0.1260,29,2022-09-15
3838,Sparrow,Swainson's,Passer,swainsonii,0.1703,18,2022-05-01,0.0391,9,2019-02-28
3874,Sparrow,"Yellow-spotted Bush",Gymnoris,pyrgita,7.6275,806,2022-11-03,1.2126,279,2022-10-28
788,Sparrow,"Yellow-throated Bush",Gymnoris,superciliaris,0.1609,17,2022-10-28,0.0043,1,2021-02-28
484,Sparrow-Lark,"Chestnut-backed ",Eremopterix,leucotis,0.1420,15,2022-02-20,0.0608,14,2022-04-06
3504,Sparrow-Lark,Chestnut-headed,Eremopterix,signatus,0.5962,63,2022-06-18,0.7041,162,2022-10-09
3500,Sparrow-Lark,"Fischer's ",Eremopterix,leucopareia,5.7822,611,2022-11-03,1.6602,382,2022-10-08
782,Sparrow-Weaver,Chestnut-backed,Plocepasser,rufoscapulatus,0.0095,1,2022-05-01,0.0043,1,2019-05-18
3878,Sparrow-Weaver,"Chestnut-crowned ",Plocepasser,superciliosus,0.1325,14,2022-09-02,0.0608,14,2022-05-14
3876,Sparrow-Weaver,"Donaldson-Smith's ",Plocepasser,donaldsoni,0.7098,75,2022-11-03,0.2999,69,2022-10-09
780,Sparrow-Weaver,"White-browed ",Plocepasser,mahali,27.3682,2892,2022-11-09,9.9917,2299,2022-11-09
159,Sparrowhawk,Black,Accipiter,melanoleucus,8.3846,886,2022-10-28,1.4168,326,2022-10-28
1006,Sparrowhawk,Eurasian,Accipiter,nisus,0.0568,6,2022-01-22,0.0087,2,2021-12-03
2074,Sparrowhawk,Levant,Accipiter,brevipes,0.0189,2,2020-10-25,0.0043,1,2018-03-30
158,Sparrowhawk,Little,Accipiter,minullus,3.5204,372,2022-10-29,0.6171,142,2022-10-08
157,Sparrowhawk,Ovambo,Accipiter,ovampensis,0.0852,9,2022-06-13,0.0174,4,2021-05-08
156,Sparrowhawk,Rufous-breasted,Accipiter,rufiventris,0.2460,26,2022-09-04,0.0435,10,2019-11-04
389,Spinetail,BÃ¶hm's,Neafrapus,boehmi,0.4732,50,2022-05-14,0.0608,14,2022-09-12
388,Spinetail,Mottled,Telacanthura,ussheri,0.8896,94,2022-10-08,0.2130,49,2022-06-17
85,Spoonbill,African,Platalea,alba,11.5738,1223,2022-11-09,2.9727,684,2022-11-10
954,Spurfowl,Hildebrandt's,Pternistis,hildebrandti,1.5425,163,2022-09-25,0.3564,82,2022-10-11
1234,Spurfowl,Jackson's,Pternistis,jacksoni,0.3312,35,2022-09-20,0.4085,94,2022-10-24
188,Spurfowl,Red-necked,Pternistis,afer,1.5993,169,2022-11-04,0.3825,88,2022-10-27
1246,Spurfowl,Scaly,Pternistis,squamatus,1.9116,202,2022-11-05,0.2434,56,2022-10-31
1236,Spurfowl,Yellow-necked,Pternistis,leucoscepus,13.0501,1379,2022-11-03,3.1901,734,2022-10-27
2820,Starling,Abbott's,Poeoptera,femoralis,0.2271,24,2022-10-05,0.0478,11,2022-08-03
740,Starling,Black-bellied,Notopholia,corusca,8.6023,909,2022-10-29,2.1600,497,2022-10-30
2814,Starling,Bristle-crowned,Onychognathus,salvadorii,1.4479,153,2022-10-08,0.2303,53,2022-10-08
2786,Starling,Bronze-tailed,Lamprotornis,chalcurus,0.0662,7,2020-12-30,0.0174,4,2022-04-12
2836,Starling,Fischer's,Lamprotornis,fischeri,4.1828,442,2022-10-30,1.6211,373,2022-10-21
2778,Starling,Golden-breasted,Lamprotornis,regius,4.2018,444,2022-10-30,1.6168,372,2022-10-21
738,Starling,"Greater Blue-eared",Lamprotornis,chalybaeus,16.4664,1740,2022-11-05,4.4635,1027,2022-11-07
2788,Starling,Hildebrandt's,Lamprotornis,hildebrandti,9.6905,1024,2022-11-05,2.0818,479,2022-11-05
2824,Starling,Kenrick's,Poeoptera,kenricki,0.2934,31,2022-04-20,0.0522,12,2021-05-08
7863,Starling,"Lesser Blue-eared",Lamprotornis,chloropterus,0.0568,6,2022-05-01,0.0478,11,2022-09-02
2784,Starling,"Long-tailed Glossy",Lamprotornis,caudatus,0.5394,57,2022-06-12,0.1130,26,2022-11-05
2832,Starling,Magpie,Speculipastor,bicolor,0.9085,96,2022-10-08,0.1999,46,2022-10-08
2782,Starling,"Miombo Blue-eared",Lamprotornis,elisabeth,0.0000,0,-,0.0043,1,2021-06-18
739,Starling,"Miombo Blue-eared",Lamprotornis,elisabeth,0.0757,8,2017-10-06,0.0043,1,2015-10-24
2792,Starling,Purple,Lamprotornis,purpureus,0.0379,4,2021-06-22,0.0261,6,2019-10-14
745,Starling,Red-winged,Onychognathus,morio,8.1575,862,2022-11-03,2.8163,648,2022-11-07
2794,Starling,Ruppell's,Lamprotornis,purpuroptera,10.0123,1058,2022-11-04,1.9992,460,2022-10-26
2822,Starling,Sharpe's,Poeoptera,sharpii,0.3407,36,2022-07-10,0.0652,15,2021-04-06
2796,Starling,Shelley's,Lamprotornis,shelleyi,0.1041,11,2022-08-28,0.0391,9,2022-10-08
2816,Starling,Slender-billed,Onychognathus,tenuirostris,0.2839,30,2022-08-24,0.0913,21,2022-10-07
2798,Starling,Splendid,Lamprotornis,splendidus,0.0473,5,2020-12-30,0.0043,1,2022-04-12
2828,Starling,Stuhlmann's,Poeoptera,stuhlmanni,0.7571,80,2022-11-08,0.0869,20,2021-08-11
2800,Starling,Superb,Lamprotornis,superbus,34.8159,3679,2022-11-05,15.1289,3481,2022-11-11
736,Starling,Violet-backed,Cinnyricinclus,leucogaster,8.8388,934,2022-11-05,1.2691,292,2022-11-05
2818,Starling,Waller's,Onychognathus,walleri,0.4164,44,2022-11-05,0.0522,12,2022-07-16
735,Starling,Wattled,Creatophora,cinerea,8.2426,871,2022-11-04,1.9427,447,2022-10-26
2834,Starling,White-crowned,Lamprotornis,albicapillus,0.0473,5,2019-03-07,0.1217,28,2022-02-04
270,Stilt,Black-winged,Himantopus,himantopus,7.3531,777,2022-11-09,2.4338,560,2022-11-08
253,Stint,Little,Calidris,minuta,7.0692,747,2022-11-03,1.7385,400,2022-11-07
897,Stint,Red-necked,Calidris,ruficollis,0.0189,2,2016-10-15,0.0000,0,-
985,Stint,Temminck's,Calidris,temminckii,0.1514,16,2022-01-24,0.0261,6,2020-12-15
1998,Stone-curlew,"Eurasian ",Burhinus,oedicnemus,0.0000,0,-,0.0043,1,2003-11-02
576,Stonechat,African,Saxicola,torquatus,7.4288,785,2022-11-09,2.0818,479,2022-11-09
78,Stork,Abdim's,Ciconia,abdimii,1.0504,111,2022-06-30,0.4216,97,2022-11-03
79,Stork,Black,Ciconia,nigra,1.4006,148,2022-10-30,0.2217,51,2022-02-27
73,Stork,Marabou,Leptoptilos,crumenifer,14.1384,1494,2022-11-05,5.1415,1183,2022-11-07
75,Stork,Saddle-billed,Ephippiorhynchus,senegalensis,1.7791,188,2022-10-28,0.4172,96,2022-09-18
80,Stork,White,Ciconia,ciconia,2.4132,255,2022-06-23,0.8866,204,2022-10-08
77,Stork,Woolly-necked,Ciconia,episcopus,7.7505,819,2022-11-05,1.4081,324,2022-10-26
76,Stork,Yellow-billed,Mycteria,ibis,14.8670,1571,2022-11-09,3.9637,912,2022-11-08
3574,Sunbird,Amani,Hedydipna,pallidigaster,0.7476,79,2022-10-03,0.1565,36,2022-03-24
772,Sunbird,Amethyst,Chalcomitra,amethystina,18.2644,1930,2022-11-09,3.1770,731,2022-11-05
3686,Sunbird,Beautiful,Cinnyris,pulchellus,4.6087,487,2022-11-09,0.9301,214,2022-11-09
3684,Sunbird,Black-bellied,Cinnyris,nectarinioides,1.9305,204,2022-11-03,0.2043,47,2022-10-05
752,Sunbird,Bronzy,Nectarinia,kilimensis,25.2579,2669,2022-11-09,5.8629,1349,2022-11-09
771,Sunbird,Collared,Hedydipna,collaris,22.8069,2410,2022-11-09,4.7112,1084,2022-11-09
754,Sunbird,Copper,Cinnyris,cupreus,0.3218,34,2022-01-08,0.0391,9,2022-04-24
767,Sunbird,"Eastern Double-collared",Cinnyris,mediocris,3.5109,371,2022-11-05,0.8388,193,2022-11-05
3590,Sunbird,"Eastern Violet-backed",Anthreptes,orientalis,5.3374,564,2022-11-03,1.0083,232,2022-11-01
3588,Sunbird,"Eastern Violet-backed",Anthreptes,orientalis,0.1798,19,2014-12-28,0.0217,5,2014-08-16
1118,Sunbird,Golden-winged,Drepanorhynchus,reichenowi,5.2333,553,2022-10-25,1.2734,293,2022-11-05
1068,Sunbird,Green-headed,Cyanomitra,verticalis,3.7570,397,2022-11-09,0.5693,131,2022-11-09
1116,Sunbird,Green-throated,Chalcomitra,rubescens,0.3880,41,2022-10-22,0.0304,7,2021-08-11
765,Sunbird,Grey,Cyanomitra,veroxii,1.6940,179,2022-09-07,0.3781,87,2022-09-01
3592,Sunbird,Grey-chinned,Anthreptes,rectirostris,0.1514,16,2022-10-22,0.0174,4,2021-11-28
3610,Sunbird,Hunter's,Chalcomitra,hunteri,3.0378,321,2022-11-03,0.6302,145,2022-10-28
751,Sunbird,Malachite,Nectarinia,famosa,1.0126,107,2022-10-25,0.3564,82,2022-10-07
755,Sunbird,Marico,Cinnyris,mariquensis,8.6306,912,2022-11-03,1.1691,269,2022-11-05
3660,Sunbird,"Northern Double-collared",Cinnyris,reichenowi,7.8073,825,2022-10-25,1.4255,328,2022-11-05
766,Sunbird,Olive,Cyanomitra,olivacea,10.0880,1066,2022-10-28,2.3078,531,2022-11-02
1117,Sunbird,Olive-bellied,Cinnyris,chloropygius,0.2555,27,2022-10-22,0.0261,6,2021-11-30
3626,Sunbird,Orange-tufted,Cinnyris,bouvieri,0.0473,5,2021-03-01,0.0000,0,-
769,Sunbird,Plain-backed,Anthreptes,reichenowi,0.6719,71,2022-10-03,0.1173,27,2022-10-16
756,Sunbird,Purple-banded,Cinnyris,bifasciatus,5.1670,546,2022-10-30,0.9431,217,2022-10-21
3576,Sunbird,Pygmy,Hedydipna,platura,0.0189,2,2022-05-04,0.0043,1,2022-05-02
3638,Sunbird,Red-chested,Cinnyris,erythrocercus,1.3817,146,2022-08-27,0.2260,52,2022-10-12
774,Sunbird,Scarlet-chested,Chalcomitra,senegalensis,22.3715,2364,2022-11-09,3.2205,741,2022-11-09
3646,Sunbird,"Scarlet-tufted ",Nectarinia,johnstoni,0.0852,9,2022-08-24,0.0782,18,2022-10-24
3640,Sunbird,Shining,Cinnyris,habessinicus,0.6151,65,2022-10-01,0.0435,10,2022-10-08
3672,Sunbird,Superb,Cinnyris,superbus,0.0662,7,2018-03-25,0.0087,2,2018-08-08
3674,Sunbird,Tacazze,Nectarinia,tacazze,2.2807,241,2022-11-05,0.4824,111,2022-10-17
3676,Sunbird,Tsavo,Cinnyris,tsavoensis,0.8612,91,2022-10-08,0.2130,49,2022-10-11
3600,Sunbird,"Usambara Double-collared",Cinnyris,usambaricus,0.0095,1,2020-07-03,0.0043,1,2022-07-02
762,Sunbird,Variable,Cinnyris,venustus,30.2072,3192,2022-11-09,6.8451,1575,2022-11-11
3628,Sunbird,Violet-breasted,Cinnyris,chalcomelas,0.4732,50,2022-10-01,0.0435,10,2022-02-01
770,Sunbird,"Western Violet-backed",Anthreptes,longuemarei,0.0189,2,2022-09-02,0.0043,1,2019-05-09
494,Swallow,Angolan,Hirundo,angolensis,1.5615,165,2022-11-08,0.2390,55,2022-09-09
493,Swallow,Barn,Hirundo,rustica,28.0496,2964,2022-11-08,7.6101,1751,2022-11-05
497,Swallow,Blue,Hirundo,atrocaerulea,0.0379,4,2022-06-18,0.0043,1,2020-10-07
2886,Swallow,Ethiopian,Hirundo,aethiopica,4.3059,455,2022-10-21,0.7128,164,2022-09-27
499,Swallow,Grey-rumped,Pseudhirundo,griseopyga,0.1893,20,2022-03-15,0.0565,13,2022-10-12
503,Swallow,"Lesser Striped",Cecropis,abyssinica,20.6492,2182,2022-11-09,3.7333,859,2022-11-09
500,Swallow,Mosque,Cecropis,senegalensis,2.6592,281,2022-11-03,0.5389,124,2022-10-27
501,Swallow,Red-breasted,Cecropis,semirufa,0.2555,27,2022-10-28,0.0565,13,2021-07-31
962,Swallow,Red-rumped,Cecropis,daurica,16.8922,1785,2022-11-03,3.0423,700,2022-10-23
504,Swallow,"South African Cliff ",Petrochelidon,spilodera,0.0000,0,-,0.0087,2,2020-07-06
496,Swallow,Wire-tailed,Hirundo,smithii,14.3087,1512,2022-11-05,2.7902,642,2022-10-23
208,Swamphen,African,Porphyrio,madagascariensis,1.2681,134,2022-10-28,0.2651,61,2022-10-08
380,Swift,"African Black",Apus,barbatus,1.8927,200,2022-11-03,0.3303,76,2022-10-20
387,Swift,"African Palm",Cypsiurus,parvus,26.2137,2770,2022-11-09,5.4935,1264,2022-11-11
386,Swift,Alpine,Tachymarptis,melba,0.5205,55,2022-11-05,0.0956,22,2022-03-30
378,Swift,Common,Apus,apus,1.1829,125,2022-03-28,0.8258,190,2022-05-14
1674,Swift,Forbes-Watson's,Apus,berliozi,0.0189,2,2022-02-05,0.0000,0,-
384,Swift,Horus,Apus,horus,0.8990,95,2022-06-13,0.1478,34,2022-03-29
385,Swift,Little,Apus,affinis,26.6206,2813,2022-11-09,5.5500,1277,2022-11-11
382,Swift,Mottled,Tachymarptis,aequatorialis,2.7539,291,2022-11-03,0.3912,90,2022-05-05
1676,Swift,Nyanza,Apus,niansae,3.2554,344,2022-10-25,0.6128,141,2022-10-01
379,Swift,Pallid,Apus,pallidus,0.0000,0,-,0.0043,1,2017-11-27
